GEOID10,P0010001,District
481872101004003,15,2
481872101004027,57,1
481872101004021,18,2
481872103004000,0,5
481872103004011,19,7
481872104002009,15,1
481872108012006,35,1
481872101004000,16,2
481872104001022,54,1
481872105041000,18,4
481872108013000,22,6
481872108011055,143,8
481872104002033,300,1
481872102002011,220,7
481872101001023,21,2
481872102001027,13,3
481872103005029,0,5
481872104002022,9,1
481872104002041,0,1
481872105042035,18,4
481872109021045,72,1
481872103003008,27,8
481872103003024,85,8
481872109021042,24,1
481872108013022,7,8
481872102002010,34,6
481872103003021,277,8
481872104002005,0,1
481872108011026,0,6
481872108011067,0,8
481872108041035,22,6
481872103002017,44,7
481872103002024,18,7
481872105041063,0,4
481872102002005,0,4
481872109022003,0,3
481872108013011,16,8
481872102001024,24,3
481872102001011,32,3
481872102001025,2,3
481872102001031,66,3
481872102001032,55,3
481872101001018,124,3
481872101002029,0,5
481872101003009,36,5
481872101002032,51,2
481872101002026,26,2
481872101003015,33,2
481872102004024,13,5
481872103005052,0,5
481872103005033,1,5
481872103004007,0,5
481872101003022,28,5
481872101004050,35,5
481872101004036,7,5
481872101004043,17,5
481872101003019,16,5
481872101004006,37,5
481872101004041,4,5
481872103005035,0,5
481872103004026,0,7
481872103005044,16,5
481872108012018,41,8
481872101004038,23,1
481872101004031,11,2
481872101004017,40,2
481872101004001,21,2
481872104002010,27,1
481872101004025,19,1
481872103002040,36,7
481872103004038,47,7
481872108041040,5,6
481872108041031,0,6
481872108041030,0,6
481872108041055,0,6
481872101001004,0,3
481872109021047,0,8
481872108011012,0,6
481872108011009,0,6
481872102002027,14,5
481872103001007,54,6
481872103003007,67,7
481872103003010,50,7
481872102003020,58,5
481872103001024,14,7
481872103003019,13,7
481872103002027,8,7
481872108013006,71,8
481872103002019,11,7
481872105041048,85,4
481872108012029,0,8
481872108012022,0,8
481872108013026,146,8
481872101001015,130,3
481872102003003,0,5
481872101002012,37,2
481872101002037,37,5
481872101003011,34,5
481872102003039,39,5
481872102003038,15,5
481872104002004,0,1
481872104002000,0,1
481872103002038,31,7
481872103004022,0,7
481872103004036,13,7
481872103004046,31,7
481872103004030,7,7
481872104002030,31,1
481872108013005,9,8
481872109021018,98,1
481872109021041,150,1
481872109021013,89,1
481872108011051,0,6
481872108012012,50,1
481872108012013,27,1
481872104001000,42,2
481872104002038,11,1
481872104001026,0,1
481872101002004,56,2
481872109022002,0,3
481872105041024,187,4
481872105041059,15,6
481872104003000,26,2
481872105042052,51,3
481872103002041,86,7
481872103002026,131,7
481872108011087,44,8
481872108011035,0,6
481872105041018,25,3
481872105042034,228,4
481872104002042,0,8
481872105041090,0,3
481872101001013,62,3
481872104002018,17,1
481872101004028,38,1
481872102002007,0,4
481872102002032,0,6
481872102003014,26,7
481872108011004,0,6
481872108011000,0,6
481872104001003,0,1
481872102002031,8,5
481872102003007,22,5
481872108031003,0,6
481872108031001,0,6
481872101002009,78,2
481872101002024,27,2
481872101003016,42,2
481872101003025,22,2
481872104003020,0,2
481872104003022,0,2
481872101003032,31,2
481872108012019,37,8
481872108011036,0,6
481872105041005,38,4
481872105041029,2,4
481872103004029,0,7
481872103004034,65,7
481872109022020,134,2
481872109022023,183,2
481872105041078,0,6
481872105042025,502,3
481872105042056,10,3
481872108031016,0,6
481872102003037,4,5
481872102004032,33,5
481872102004033,71,5
481872103004009,4,5
481872103005009,0,5
481872103005018,1,5
481872103005034,0,5
481872103004015,11,7
481872101004008,22,5
481872101004055,28,5
481872101004014,12,5
481872101004033,15,5
481872103005007,33,5
481872103005023,30,5
481872103004025,0,7
481872103005037,0,5
481872103004019,7,7
481872103005040,43,5
481872101003004,0,2
481872101003027,16,2
481872101003026,22,2
481872101002005,106,2
481872103003033,0,8
481872108011010,0,6
481872103001013,86,6
481872105041031,0,4
481872105042045,0,3
481872109021021,29,1
481872109022017,0,3
481872103002000,3,7
481872103004013,20,7
481872102003024,20,5
481872103004049,0,7
481872102001033,23,3
481872105041089,0,3
481872102003030,31,5
481872103005027,6,5
481872105041042,0,4
481872104002034,14,1
481872105041003,66,4
481872108041036,1,6
481872103002025,5,7
481872105042029,0,3
481872104002035,11,1
481872104001013,26,1
481872108013017,15,8
481872109022015,0,2
481872108011071,134,6
481872105041058,0,6
481872105042059,11,3
481872105041066,0,6
481872108011045,28,6
481872105042041,67,3
481872105041015,76,4
481872102002026,40,5
481872103003012,30,7
481872103003015,18,7
481872103002013,70,7
481872102004007,21,5
481872102003017,53,5
481872102004010,0,5
481872103002032,286,7
481872103002020,29,7
481872103001025,0,7
481872104002028,0,7
481872102001004,0,4
481872108011014,0,6
481872108013020,69,8
481872102001019,50,3
481872102001020,54,3
481872102001013,45,3
481872101001022,62,2
481872102001023,36,3
481872102001028,56,3
481872102002020,0,5
481872102003005,18,5
481872102003001,0,5
481872101002013,26,2
481872101002033,28,2
481872102003016,19,5
481872102004014,16,5
481872102004003,26,5
481872102004018,28,5
481872102004023,4,5
481872103005017,0,5
481872108031010,0,6
481872108031014,0,6
481872105062034,146,4
481872108012005,21,1
481872104003006,12,2
481872105041084,9,6
481872104001009,167,1
481872104001024,0,1
481872108012000,0,1
481872108011081,7,8
481872109021043,51,1
481872103005054,12,5
481872105041088,0,6
481872105042030,49,3
481872104002003,110,1
481872109021044,37,1
481872103003026,0,7
481872105041049,0,4
481872105041044,0,4
481872105042008,18,4
481872105042037,0,4
481872108011080,0,8
481872109021012,32,2
481872109022025,3,2
481872103005000,37,5
481872101002014,35,2
481872101002010,3,2
481872105041067,0,4
481872103001010,458,6
481872103001011,0,6
481872101002030,0,5
481872103001015,0,6
481872102002018,2,5
481872102002017,83,5
481872103001018,88,6
481872102003013,28,7
481872102003006,36,5
481872102004011,64,5
481872103005016,9,5
481872103005056,4,5
481872103001021,35,5
481872103002012,0,5
481872108041004,69,6
481872103005051,0,5
481872103004016,0,7
481872101003021,30,5
481872101004037,0,5
481872102004022,0,5
481872101004007,24,5
481872101004034,12,5
481872103005006,14,5
481872103004005,0,5
481872103005046,0,5
481872103004027,9,7
481872101002034,30,2
481872101003002,13,2
481872101003000,4,2
481872104003013,0,2
481872103003037,0,8
481872108011023,0,6
481872108011024,0,6
481872108011066,0,8
481872109022004,0,3
481872101003018,26,5
481872101004029,9,1
481872108031017,0,6
481872103001017,109,6
481872102004006,8,5
481872103001023,19,7
481872101001001,0,3
481872102003026,66,5
481872105041083,0,6
481872108011033,0,6
481872102001007,142,3
481872101001006,3,2
481872101001008,0,3
481872103001005,0,6
481872103001012,0,6
481872103003004,0,6
481872103003003,169,6
481872104002001,138,1
481872105042069,34,3
481872103001016,0,6
481872102002022,0,5
481872102003009,5,5
481872103003013,33,7
481872102003027,43,7
481872102004026,46,5
481872103005015,0,5
481872103002018,26,7
481872103002035,24,7
481872108012015,0,8
481872108011015,0,6
481872101001027,0,3
481872108011028,0,6
481872108041046,0,6
481872108041045,0,6
481872103002010,42,7
481872103003017,13,7
481872108013024,10,8
481872103003020,74,7
481872103003023,53,7
481872105041070,0,4
481872104002036,0,1
481872108011070,40,6
481872108013007,31,8
481872102001016,47,3
481872102001026,8,3
481872102001034,0,3
481872102002021,0,5
481872102003002,0,5
481872102003000,15,5
481872101003010,19,5
481872101002027,33,2
481872102003040,12,5
481872102003004,55,5
481872102004004,48,5
481872102003032,0,5
481872102004001,15,5
481872103005011,19,5
481872103005031,0,5
481872102003035,0,5
481872102004021,1,5
481872102004030,6,5
481872101003023,15,5
481872101004015,23,5
481872108031007,0,6
481872101004049,16,1
481872101004018,53,2
481872101004019,29,2
481872101004023,31,1
481872104002023,45,1
481872103005042,53,1
481872104002021,1,1
481872104002007,8,1
481872104001006,0,1
481872104002015,11,1
481872103004023,10,7
481872103002005,0,7
481872103004031,13,7
481872103004014,11,7
481872103004028,1,7
481872108011083,10,8
481872108012030,0,8
481872108012024,30,8
481872105042067,4,3
481872105042006,52,4
481872104002017,21,1
481872109011044,0,3
481872108011013,0,6
481872109022001,0,3
481872103002030,16,7
481872108011002,0,6
481872104001011,8,1
481872102002030,61,7
481872109022006,8,3
481872105041047,2,4
481872108011032,0,6
481872104003014,40,2
481872104003018,22,2
481872103003028,0,7
481872101002001,0,2
481872105041061,0,6
481872102001001,0,3
481872105062035,52,4
481872108013012,0,8
481872102001014,51,3
481872102001022,60,3
481872102001030,76,3
481872102001012,39,3
481872101002015,17,2
481872102003021,21,5
481872102003022,35,5
481872102004005,11,5
481872102004015,0,5
481872103004037,25,7
481872101004011,14,5
481872101004012,20,5
481872101004040,18,5
481872103005020,2,5
481872103005021,12,5
481872103004004,0,5
481872103005025,35,5
481872103005002,15,5
481872101001020,102,2
481872101002016,33,2
481872101002017,20,2
481872101002020,16,2
481872101002003,94,2
481872101002019,0,2
481872108041042,0,6
481872108041044,0,6
481872108041041,0,6
481872103005049,0,5
481872103005036,0,5
481872103005048,0,5
481872103005041,13,5
481872103005045,0,5
481872101002018,69,2
481872101002006,139,2
481872101003024,43,2
481872103003031,0,8
481872108011050,0,6
481872105041065,0,4
481872105042057,6,3
481872108011060,0,8
481872108011031,0,6
481872101004032,10,5
481872101004026,22,1
481872104002019,39,1
481872101003031,16,2
481872104003028,16,2
481872104003026,27,2
481872104003025,17,2
481872108031008,0,6
481872109022007,171,3
481872105041027,35,4
481872104001007,68,1
481872104003011,4,2
481872104001008,0,1
481872105041019,6,3
481872101002022,21,2
481872103002009,0,7
481872108011038,111,6
481872102002009,181,6
481872101002007,43,2
481872101002002,161,2
481872109011179,0,3
481872109011185,0,3
481872105041093,15,3
481872105041017,76,4
481872105042066,5,3
481872105042047,0,3
481872101001010,62,3
481872101001003,0,3
481872109022013,0,3
481872103005028,14,5
481872102002004,0,4
481872108011008,0,6
481872108011007,0,6
481872103001004,6,6
481872103003005,182,6
481872102002012,17,7
481872104003004,31,2
481872104003003,0,2
481872104003024,166,2
481872108011091,0,8
481872102004020,6,5
481872105041092,0,3
481872103001006,0,6
481872108013029,9,8
481872109011181,0,3
481872105082006,204,4
481872103003032,0,8
481872108012004,26,1
481872109021022,8,1
481872109021023,0,2
481872106061019,0,4
481872104001004,369,1
481872104002012,22,1
481872104002014,0,1
481872104002006,110,1
481872104001023,41,1
481872104002026,76,1
481872103004039,74,7
481872103004041,33,7
481872108012025,32,8
481872109022016,0,3
481872101002000,4,2
481872108012027,69,8
481872108012017,9,8
481872104003009,164,2
481872104001010,44,1
481872108011046,1,6
481872108011069,25,6
481872103004021,12,7
481872105041026,144,4
481872105042039,12,4
481872105041002,102,4
481872105041001,103,4
481872105042049,15,3
481872105042046,0,3
481872101003012,18,5
481872102002029,12,7
481872102003029,46,5
481872103002036,35,7
481872104002032,0,1
481872102002003,32,5
481872102002013,44,5
481872103001003,33,6
481872103003002,51,6
481872103003009,64,7
481872103003011,34,7
481872103003014,32,7
481872103002014,40,7
481872103002015,0,7
481872102003011,16,5
481872103001020,51,5
481872108013021,26,8
481872103003025,64,7
481872108013010,33,8
481872101002008,19,2
481872108013016,9,8
481872103004044,0,7
481872102001009,59,3
481872101002011,19,2
481872101002038,16,5
481872102004025,42,5
481872102003034,0,5
481872103002004,11,7
481872105042051,32,3
481872104001017,30,2
481872108011042,254,6
481872109021019,48,1
481872105042012,31,4
481872104002044,0,7
481872103004020,0,7
481872101001002,0,3
481872102003031,8,5
481872108011020,3,6
481872101001026,0,3
481872102001000,0,3
481872108011040,0,6
481872105082013,3,4
481872104002039,19,1
481872105042043,0,4
481872108011029,0,6
481872105082003,78,4
481872105041020,465,4
481872102001021,24,3
481872102004000,5,5
481872101004052,32,5
481872101004044,21,5
481872103004003,4,5
481872103005004,22,5
481872103004010,21,7
481872103005003,49,5
481872101002025,43,2
481872101002021,17,2
481872108013002,0,8
481872108013004,0,8
481872105041028,0,4
481872105042007,3,4
481872105042023,0,4
481872108011082,24,8
481872105041004,3,4
481872109011184,0,3
481872105042031,33,3
481872108011048,114,6
481872108011086,50,8
481872102002028,60,7
481872103002029,85,7
481872103004050,0,7
481872108013018,60,8
481872108011006,0,6
481872108013019,30,8
481872108013027,25,8
481872102001002,0,3
481872101001007,39,3
481872101001011,8,3
481872101003017,43,5
481872109022024,23,2
481872102001003,0,4
481872102002006,0,4
481872102002008,360,4
481872103001014,162,6
481872105041071,0,4
481872108013028,3,8
481872102002025,25,5
481872102003008,17,5
481872102002024,14,5
481872103001000,190,7
481872103003000,20,6
481872102003018,13,5
481872102003019,58,5
481872102004029,40,7
481872103001026,31,5
481872102004013,25,5
481872103002011,44,5
481872108013025,39,8
481872103003018,25,7
481872103002016,47,7
481872103003022,61,7
481872108013008,0,8
481872103002031,84,7
481872108041023,0,6
481872108041029,0,6
481872108041032,0,6
481872108031011,0,6
481872108031000,0,6
481872109011182,0,3
481872105041045,0,4
481872105041043,0,4
481872105041039,44,4
481872105042044,0,3
481872109021020,37,1
481872105041060,0,6
481872108012016,52,8
481872102001005,0,4
481872105041050,4,6
481872102001010,81,3
481872109022014,0,3
481872101001000,0,3
481872101004054,57,5
481872101004005,31,5
481872101004047,19,5
481872103005014,0,5
481872105041068,24,4
481872102002033,22,6
481872102002014,12,5
481872103002008,34,7
481872102002034,0,4
481872108013009,25,8
481872108013015,28,8
481872102001008,65,3
481872101001017,56,3
481872101002028,36,5
481872102004016,2,5
481872102004002,9,5
481872103005030,9,5
481872103005053,0,5
481872103004008,0,5
481872103005050,0,5
481872102003036,15,5
481872101004009,19,5
481872101004010,28,5
481872101004051,22,5
481872101004035,12,5
481872101004013,7,5
481872101004042,7,5
481872101004053,24,5
481872103005022,13,5
481872103005024,5,5
481872103004006,0,5
481872103005005,41,5
481872101001014,83,3
481872101001019,67,3
481872101004004,26,2
481872101004016,28,2
481872108031020,91,6
481872105062050,47,4
481872103002037,0,7
481872103003016,19,7
481872103001001,14,7
481872102004009,24,7
481872102003023,38,5
481872102004028,39,7
481872102004027,60,5
481872102004012,25,5
481872103002028,39,7
481872103002006,26,7
481872103002022,21,7
481872103002021,27,7
481872109021048,0,8
481872108011001,2,6
481872102001018,33,3
481872102001015,38,3
481872102001029,40,3
481872101001016,74,3
481872102002023,0,5
481872101001021,113,2
481872101002031,38,5
481872102003033,0,5
481872101003008,3,5
481872101003007,3,5
481872101003014,19,5
481872101003006,0,2
481872102004017,52,5
481872102004019,0,5
481872103005013,35,5
481872102004031,21,5
481872108041022,62,6
481872101003003,15,2
481872104003015,0,2
481872104003016,0,2
481872108011025,0,6
481872105042058,31,3
481872108011034,0,6
481872108012003,0,7
481872108013003,0,8
481872105042061,0,3
481872109022030,2,2
481872101004039,14,5
481872104002020,24,1
481872104002008,14,1
481872104003027,20,2
481872104003021,0,2
481872103002007,37,7
481872103004042,50,7
481872103003027,0,7
481872103004040,42,7
481872108012026,13,8
481872105042028,23,3
481872108011078,33,8
481872105042002,17,3
481872108011079,15,8
481872108012021,22,8
481872104003001,19,2
481872109011180,0,3
481872108013001,0,8
